구역,동,평형,층,층구간,현재조망각,현재조망률,미래차폐위험각,적용차폐계수,감산각,장기조정각,장기조정조망률,현재구간,장기조정구간
2구역,101,41,1,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,2,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,3,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,4,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,5,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,6,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,7,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,8,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,9,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,10,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,11,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,12,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,13,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,14,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,15,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,16,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,17,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,18,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,41,19,1-20층,148,82.22,53,55.17,29.24,118.76,65.98,81-90%,61-70%
2구역,101,"55,56",1,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",2,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",3,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",4,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",5,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",6,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",7,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",8,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",9,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",10,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",11,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",12,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",13,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",14,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",15,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",16,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",17,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",18,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,101,"55,56",19,1-20층,130,72.22,55,55.17,30.34,99.66,55.36,71-80%,51-60%
2구역,102,70,1,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,2,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,3,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,4,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,5,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,6,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,7,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,8,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,9,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,10,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,11,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,12,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,13,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,14,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,15,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,16,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,17,1-20층,101,56.11,49,55.17,27.03,73.97,41.09,51-60%,41-50%
2구역,102,70,18,1-20층,102,56.67,49,55.17,27.03,74.97,41.65,51-60%,41-50%
2구역,102,70,19,1-20층,102,56.67,49,55.17,27.03,74.97,41.65,51-60%,41-50%
2구역,102,70,20,1-20층,102,56.67,49,55.17,27.03,74.97,41.65,51-60%,41-50%
2구역,102,70,21,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,22,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,23,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,24,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,25,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,26,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,27,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,28,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,29,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,30,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,31,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,32,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,33,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,34,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,35,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,36,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,37,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,38,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,39,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,40,21-40층,153,85,49,43.35,21.24,131.76,73.2,81-90%,71-80%
2구역,102,70,41,41-60층,154,85.56,49,33.71,16.52,137.48,76.38,81-90%,71-80%
2구역,102,70,42,41-60층,154,85.56,49,33.71,16.52,137.48,76.38,81-90%,71-80%
2구역,102,70,43,41-60층,154,85.56,49,33.71,16.52,137.48,76.38,81-90%,71-80%
2구역,102,70,44,41-60층,154,85.56,49,33.71,16.52,137.48,76.38,81-90%,71-80%
2구역,102,"55,56",1,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",2,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",3,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",4,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",5,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",6,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",7,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",8,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",9,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",10,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",11,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",12,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",13,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",14,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",15,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",16,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",17,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",18,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",19,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",20,1-20층,113,62.78,53,55.17,29.24,83.76,46.53,61-70%,41-50%
2구역,102,"55,56",21,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",22,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",23,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",24,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",25,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",26,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",27,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",28,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",29,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",30,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",31,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",32,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",33,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",34,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",35,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",36,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",37,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",38,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",39,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",40,21-40층,153,85,53,43.35,22.98,130.02,72.24,81-90%,71-80%
2구역,102,"55,56",41,41-60층,153,85,53,33.71,17.87,135.13,75.07,81-90%,71-80%
2구역,102,"55,56",42,41-60층,153,85,53,33.71,17.87,135.13,75.07,81-90%,71-80%
2구역,102,"55,56",43,41-60층,153,85,53,33.71,17.87,135.13,75.07,81-90%,71-80%
2구역,102,"55,56",44,41-60층,153,85,53,33.71,17.87,135.13,75.07,81-90%,71-80%
2구역,102,"45,46",1,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",2,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",3,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",4,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",5,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",6,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",7,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",8,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",9,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",10,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",11,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",12,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",13,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",14,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",15,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",16,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",17,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",18,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",19,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",20,1-20층,85,47.22,53,55.17,29.24,55.76,30.98,41-50%,31-40%
2구역,102,"45,46",21,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",22,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",23,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",24,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",25,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",26,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",27,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",28,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",29,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",30,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",31,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",32,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",33,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",34,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",35,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",36,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",37,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",38,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",39,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",40,21-40층,85,47.22,53,43.35,22.98,62.02,34.46,41-50%,31-40%
2구역,102,"45,46",41,41-60층,85,47.22,53,33.71,17.87,67.13,37.3,41-50%,31-40%
2구역,102,"45,46",42,41-60층,85,47.22,53,33.71,17.87,67.13,37.3,41-50%,31-40%
2구역,102,"45,46",43,41-60층,85,47.22,53,33.71,17.87,67.13,37.3,41-50%,31-40%
2구역,102,"45,46",44,41-60층,85,47.22,53,33.71,17.87,67.13,37.3,41-50%,31-40%
2구역,102,"45,46",1,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",2,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",3,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",4,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",5,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",6,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",7,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",8,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",9,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",10,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",11,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",12,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",13,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",14,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",15,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",16,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",17,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",18,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",19,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",20,1-20층,66,36.67,53,55.17,29.24,36.76,20.42,31-40%,21-30%
2구역,102,"45,46",21,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",22,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",23,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",24,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",25,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",26,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",27,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",28,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",29,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",30,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",31,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",32,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",33,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",34,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",35,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",36,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",37,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",38,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",39,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",40,21-40층,66,36.67,53,43.35,22.98,43.02,23.9,31-40%,21-30%
2구역,102,"45,46",41,41-60층,66,36.67,53,33.71,17.87,48.13,26.74,31-40%,21-30%
2구역,102,"45,46",42,41-60층,66,36.67,53,33.71,17.87,48.13,26.74,31-40%,21-30%
2구역,102,"45,46",43,41-60층,66,36.67,53,33.71,17.87,48.13,26.74,31-40%,21-30%
2구역,102,"45,46",44,41-60층,66,36.67,53,33.71,17.87,48.13,26.74,31-40%,21-30%
2구역,102,"51,52",1,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",2,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",3,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",4,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",5,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",6,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",7,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",8,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",9,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",10,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",11,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",12,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",13,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",14,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",15,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",16,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",17,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",18,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",19,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",20,1-20층,35,19.44,10,55.17,5.52,29.48,16.38,10-20%,10-20%
2구역,102,"51,52",21,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",22,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",23,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",24,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",25,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",26,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",27,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",28,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",29,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",30,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",31,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",32,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",33,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",34,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",35,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",36,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",37,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",38,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",39,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",40,21-40층,39,21.67,10,43.35,4.33,34.66,19.26,21-30%,10-20%
2구역,102,"51,52",41,41-60층,40,22.22,10,33.71,3.37,36.63,20.35,21-30%,21-30%
2구역,102,"51,52",42,41-60층,40,22.22,10,33.71,3.37,36.63,20.35,21-30%,21-30%
2구역,102,"51,52",43,41-60층,40,22.22,10,33.71,3.37,36.63,20.35,21-30%,21-30%
2구역,102,"51,52",44,41-60층,40,22.22,10,33.71,3.37,36.63,20.35,21-30%,21-30%
2구역,102,60,1,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,2,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,3,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,4,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,5,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,6,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,7,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,8,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,9,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,10,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,11,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,12,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,13,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,14,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,15,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,16,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,17,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,18,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
2구역,102,60,19,1-20층,36,20,0,55.17,0,36,20,10-20%,10-20%
