구역,동,평형,층,층구간,현재조망각,현재조망률,미래차폐위험각,적용차폐계수,감산각,장기조정각,장기조정조망률,현재구간,장기조정구간
2구역,109,41,15,1-20층,70,38.89,52,55.17,28.69,41.31,22.95,31-40%,21-30%
2구역,109,41,16,1-20층,70,38.89,52,55.17,28.69,41.31,22.95,31-40%,21-30%
2구역,109,41,17,1-20층,70,38.89,52,55.17,28.69,41.31,22.95,31-40%,21-30%
2구역,109,41,18,1-20층,70,38.89,52,55.17,28.69,41.31,22.95,31-40%,21-30%
2구역,109,41,19,1-20층,70,38.89,52,55.17,28.69,41.31,22.95,31-40%,21-30%
2구역,109,41,20,1-20층,70,38.89,52,55.17,28.69,41.31,22.95,31-40%,21-30%
2구역,109,41,21,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,22,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,23,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,24,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,25,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,26,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,27,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,28,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,29,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,30,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,31,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,32,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,33,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,34,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,35,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,36,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,37,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,38,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,39,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,40,21-40층,71,39.44,53,43.35,22.98,48.02,26.68,31-40%,21-30%
2구역,109,41,41,41-60층,71,39.44,53,33.71,17.87,53.13,29.52,31-40%,21-30%
2구역,109,41,42,41-60층,71,39.44,53,33.71,17.87,53.13,29.52,31-40%,21-30%
2구역,109,41,43,41-60층,71,39.44,53,33.71,17.87,53.13,29.52,31-40%,21-30%
2구역,109,41,44,41-60층,71,39.44,53,33.71,17.87,53.13,29.52,31-40%,21-30%
2구역,109,41,45,41-60층,71,39.44,53,33.71,17.87,53.13,29.52,31-40%,21-30%
2구역,109,41,46,41-60층,71,39.44,53,33.71,17.87,53.13,29.52,31-40%,21-30%
2구역,109,41,47,41-60층,71,39.44,53,33.71,17.87,53.13,29.52,31-40%,21-30%
2구역,109,41,48,41-60층,71,39.44,53,33.71,17.87,53.13,29.52,31-40%,21-30%
2구역,109,60,1,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,2,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,3,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,4,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,5,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,6,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,7,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,8,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,9,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,10,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,11,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,12,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,13,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,14,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,15,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,16,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,17,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,18,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,19,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,20,1-20층,97,53.89,55,55.17,30.34,66.66,37.03,51-60%,31-40%
2구역,109,60,21,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,22,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,23,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,24,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,25,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,26,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,27,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,28,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,29,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,30,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,31,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,32,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,33,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,34,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,35,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,36,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,37,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,38,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,39,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,40,21-40층,162,90,55,43.35,23.84,138.16,76.75,81-90%,71-80%
2구역,109,60,41,41-60층,162,90,55,33.71,18.54,143.46,79.7,81-90%,71-80%
2구역,109,60,42,41-60층,162,90,55,33.71,18.54,143.46,79.7,81-90%,71-80%
2구역,109,60,43,41-60층,162,90,55,33.71,18.54,143.46,79.7,81-90%,71-80%
2구역,109,60,44,41-60층,162,90,55,33.71,18.54,143.46,79.7,81-90%,71-80%
2구역,109,60,45,41-60층,163,90.56,55,33.71,18.54,144.46,80.26,91-100%,81-90%
2구역,109,60,46,41-60층,166,92.22,55,33.71,18.54,147.46,81.92,91-100%,81-90%
2구역,109,60,47,41-60층,166,92.22,55,33.71,18.54,147.46,81.92,91-100%,81-90%
2구역,109,60,48,41-60층,166,92.22,55,33.71,18.54,147.46,81.92,91-100%,81-90%
2구역,110,41,1,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,2,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,3,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,4,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,5,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,6,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,7,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,8,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,9,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,10,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,11,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,12,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,13,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,14,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,15,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,16,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,17,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,18,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,19,1-20층,108,60,53,55.17,29.24,78.76,43.76,51-60%,41-50%
2구역,110,41,1,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,2,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,3,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,4,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,5,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,6,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,7,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,8,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,9,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,10,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,11,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,12,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,13,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,14,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,15,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,16,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,17,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,18,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,110,41,19,1-20층,144,80,51,55.17,28.14,115.86,64.37,71-80%,61-70%
2구역,111,41,1,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,2,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,3,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,4,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,5,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,6,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,7,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,8,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,9,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,10,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,11,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,12,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,13,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,14,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,15,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,16,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,17,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,18,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,19,1-20층,26,14.44,16,55.17,8.83,17.17,9.54,10-20%,10% 이하
2구역,111,41,1,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,2,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,3,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,4,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,5,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,6,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,7,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,8,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,9,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,10,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,11,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,12,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,13,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,14,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,15,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,16,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,17,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,18,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,41,19,1-20층,100,55.56,17,55.17,9.38,90.62,50.35,51-60%,51-60%
2구역,111,"51,52",1,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",2,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",3,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",4,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",5,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",6,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",7,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",8,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",9,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",10,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",11,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",12,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",13,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",14,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",15,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",16,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",17,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",18,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"51,52",19,1-20층,82,45.56,34,55.17,18.76,63.24,35.13,41-50%,31-40%
2구역,111,"45,46",1,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",2,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",3,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",4,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",5,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",6,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",7,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",8,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",9,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",10,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",11,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",12,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",13,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",14,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",15,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",16,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",17,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",18,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,111,"45,46",19,1-20층,148,82.22,50,55.17,27.58,120.42,66.9,81-90%,61-70%
2구역,112,41,1,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,2,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,3,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,4,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,5,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,6,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,7,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,8,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,9,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,10,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,11,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,12,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,13,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,14,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,15,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,16,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,17,1-20층,91,50.56,49,55.17,27.03,63.97,35.54,51-60%,31-40%
2구역,112,41,18,1-20층,92,51.11,49,55.17,27.03,64.97,36.09,51-60%,31-40%
2구역,112,41,19,1-20층,92,51.11,49,55.17,27.03,64.97,36.09,51-60%,31-40%
2구역,112,41,1,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,2,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,3,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,4,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,5,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,6,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,7,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,8,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,9,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,10,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,11,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,12,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,13,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,14,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,15,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,16,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,17,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,18,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,41,19,1-20층,77,42.78,48,55.17,26.48,50.52,28.07,41-50%,21-30%
2구역,112,"51,52",1,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",2,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",3,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",4,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",5,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",6,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",7,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",8,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",9,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",10,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",11,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",12,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",13,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",14,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",15,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",16,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",17,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",18,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,"51,52",19,1-20층,78,43.33,43,55.17,23.72,54.28,30.15,41-50%,31-40%
2구역,112,25,1,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,2,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,3,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,4,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,5,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,6,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,7,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,8,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,9,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,10,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,11,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,12,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,13,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,14,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,15,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,16,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,17,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,18,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,19,1-20층,23,12.78,0,55.17,0,23,12.78,10-20%,10-20%
2구역,112,25,1,1-20층,62,34.44,35,55.17,19.31,42.69,23.72,31-40%,21-30%
2구역,112,25,2,1-20층,62,34.44,35,55.17,19.31,42.69,23.72,31-40%,21-30%
2구역,112,25,3,1-20층,62,34.44,35,55.17,19.31,42.69,23.72,31-40%,21-30%
2구역,112,25,4,1-20층,62,34.44,35,55.17,19.31,42.69,23.72,31-40%,21-30%
2구역,112,25,5,1-20층,62,34.44,35,55.17,19.31,42.69,23.72,31-40%,21-30%
2구역,112,25,6,1-20층,62,34.44,35,55.17,19.31,42.69,23.72,31-40%,21-30%
2구역,112,25,7,1-20층,62,34.44,35,55.17,19.31,42.69,23.72,31-40%,21-30%
2구역,112,25,8,1-20층,62,34.44,35,55.17,19.31,42.69,23.72,31-40%,21-30%
2구역,112,25,9,1-20층,62,34.44,35,55.17,19.31,42.69,23.72,31-40%,21-30%
2구역,112,25,10,1-20층,62,34.44,35,55.17,19.31,42.69,23.72,31-40%,21-30%
2구역,112,25,11,1-20층,62,34.44,35,55.17,19.31,42.69,23.72,31-40%,21-30%
2구역,112,25,12,1-20층,62,34.44,35,55.17,19.31,42.69,23.72,31-40%,21-30%
